"","word","freq","first_Nmin1","last","first","first2","first3","second","third","fourth"
"985","go on and on but",2,"go on and on","but","go","go on","go on and","on","and","on"
"986","go so far as to",2,"go so far as","to","go","go so","go so far","so","far","as"
"987","go where the path may",2,"go where the path","may","go","go where","go where the","where","the","path"
"988","going to be a long",2,"going to be a","long","going","going to","going to be","to","be","a"
"989","going to be a new",2,"going to be a","new","going","going to","going to be","to","be","a"
"990","going to be on the",2,"going to be on","the","going","going to","going to be","to","be","on"
"991","going to be one of",2,"going to be one","of","going","going to","going to be","to","be","one"
"992","going to be so much",2,"going to be so","much","going","going to","going to be","to","be","so"
"993","going to bed a happy",2,"going to bed a","happy","going","going to","going to bed","to","bed","a"
"994","going to do that i",2,"going to do that","i","going","going to","going to do","to","do","that"
"995","going to go back to",2,"going to go back","to","going","going to","going to go","to","go","back"
"996","gonna b in dc im",2,"gonna b in dc","im","gonna","gonna b","gonna b in","b","in","dc"
"997","gonna be one of those",2,"gonna be one of","those","gonna","gonna be","gonna be one","be","one","of"
"998","got a phone call from",2,"got a phone call","from","got","got a","got a phone","a","phone","call"
"999","got hit by a car",2,"got hit by a","car","got","got hit","got hit by","hit","by","a"
"1000","grab a cup of coffee",2,"grab a cup of","coffee","grab","grab a","grab a cup","a","cup","of"
"1001","guess i will have to",2,"guess i will have","to","guess","guess i","guess i will","i","will","have"
"1002","guess where i am going",2,"guess where i am","going","guess","guess where","guess where i","where","i","am"
"1003","had a dream that i",2,"had a dream that","i","had","had a","had a dream","a","dream","that"
"1004","had a great meeting with",2,"had a great meeting","with","had","had a","had a great","a","great","meeting"
"1005","had a great time and",2,"had a great time","and","had","had a","had a great","a","great","time"
"1006","had a great weekend i",2,"had a great weekend","i","had","had a","had a great","a","great","weekend"
"1007","had no idea you were",2,"had no idea you","were","had","had no","had no idea","no","idea","you"
"1008","had nothing to do with",2,"had nothing to do","with","had","had nothing","had nothing to","nothing","to","do"
"1009","hang out with my sister",2,"hang out with my","sister","hang","hang out","hang out with","out","with","my"
"1010","happens to be one of",2,"happens to be one","of","happens","happens to","happens to be","to","be","one"
"1011","happy birthday hope you have",2,"happy birthday hope you","have","happy","happy birthday","happy birthday hope","birthday","hope","you"
"1012","happy birthday i hope you",2,"happy birthday i hope","you","happy","happy birthday","happy birthday i","birthday","i","hope"
"1013","happy birthday i love you",2,"happy birthday i love","you","happy","happy birthday","happy birthday i","birthday","i","love"
"1014","happy mothers day to you",2,"happy mothers day to","you","happy","happy mothers","happy mothers day","mothers","day","to"
"1015","happy valentines day to all",2,"happy valentines day to","all","happy","happy valentines","happy valentines day","valentines","day","to"
"1016","hard knock life for us",2,"hard knock life for","us","hard","hard knock","hard knock life","knock","life","for"
"1017","has been accepted to the",2,"has been accepted to","the","has","has been","has been accepted","been","accepted","to"
"1018","has been in and out",2,"has been in and","out","has","has been","has been in","been","in","and"
"1019","has come to an end",2,"has come to an","end","has","has come","has come to","come","to","an"
"1020","has had a great weekend",2,"has had a great","weekend","has","has had","has had a","had","a","great"
"1021","has more to do with",2,"has more to do","with","has","has more","has more to","more","to","do"
"1022","has the best chance to",2,"has the best chance","to","has","has the","has the best","the","best","chance"
"1023","has to do with the",2,"has to do with","the","has","has to","has to do","to","do","with"
"1024","hate it when you are",2,"hate it when you","are","hate","hate it","hate it when","it","when","you"
"1025","hate me either way you",2,"hate me either way","you","hate","hate me","hate me either","me","either","way"
"1026","have a great time at",2,"have a great time","at","have","have a","have a great","a","great","time"
"1027","have a lot of money",2,"have a lot of","money","have","have a","have a lot","a","lot","of"
"1028","have and it is not",2,"have and it is","not","have","have and","have and it","and","it","is"
"1029","have been a bad blogger",2,"have been a bad","blogger","have","have been","have been a","been","a","bad"
"1030","have been a fan since",2,"have been a fan","since","have","have been","have been a","been","a","fan"
"1031","have been asked to be",2,"have been asked to","be","have","have been","have been asked","been","asked","to"
"1032","have been meaning to ask",2,"have been meaning to","ask","have","have been","have been meaning","been","meaning","to"
"1033","have been reading my blog",2,"have been reading my","blog","have","have been","have been reading","been","reading","my"
"1034","have come to the conclusion",2,"have come to the","conclusion","have","have come","have come to","come","to","the"
"1035","have got a lot of",2,"have got a lot","of","have","have got","have got a","got","a","lot"
"1036","have had a lot of",2,"have had a lot","of","have","have had","have had a","had","a","lot"
"1037","have not been able to",2,"have not been able","to","have","have not","have not been","not","been","able"
