"","word","freq","first_Nmin1","last"
"3894","far as",15,"far","as"
"3895","felt like",15,"felt","like"
"3896","first i",15,"first","i"
"3897","follow the",15,"follow","the"
"3898","following you",15,"following","you"
"3899","for details",15,"for","details"
"3900","forget the",15,"forget","the"
"3901","found it",15,"found","it"
"3902","friday and",15,"friday","and"
"3903","fun i",15,"fun","i"
"3904","get better",15,"get","better"
"3905","get one",15,"get","one"
"3906","get this",15,"get","this"
"3907","girl who",15,"girl","who"
"3908","go in",15,"go","in"
"3909","go see",15,"go","see"
"3910","goes to",15,"goes","to"
"3911","going back",15,"going","back"
"3912","good enough",15,"good","enough"
"3913","good time",15,"good","time"
"3914","great for",15,"great","for"
"3915","handful of",15,"handful","of"
"3916","happy easter",15,"happy","easter"
"3917","happy friday",15,"happy","friday"
"3918","has some",15,"has","some"
"3919","have i",15,"have","i"
"3920","have said",15,"have","said"
"3921","he and",15,"he","and"
"3922","he doesnt",15,"he","doesnt"
"3923","he got",15,"he","got"
"3924","he should",15,"he","should"
"3925","he went",15,"he","went"
"3926","hear about",15,"hear","about"
"3927","hear you",15,"hear","you"
"3928","heart of",15,"heart","of"
"3929","here but",15,"here","but"
"3930","him for",15,"him","for"
"3931","hope your",15,"hope","your"
"3932","house of",15,"house","of"
"3933","i appreciate",15,"i","appreciate"
"3934","i ask",15,"i","ask"
"3935","i be",15,"i","be"
"3936","i been",15,"i","been"
"3937","i began",15,"i","began"
"3938","i called",15,"i","called"
"3939","i hadnt",15,"i","hadnt"
"3940","i not",15,"i","not"
"3941","i promise",15,"i","promise"
"3942","if so",15,"if","so"
"3943","in advance",15,"in","advance"
"3944","in as",15,"in","as"
"3945","including the",15,"including","the"
"3946","interview with",15,"interview","with"
"3947","is got",15,"is","got"
"3948","is playing",15,"is","playing"
"3949","is some",15,"is","some"
"3950","is working",15,"is","working"
"3951","it goes",15,"it","goes"
"3952","it looked",15,"it","looked"
"3953","it over",15,"it","over"
"3954","it rt",15,"it","rt"
"3955","it sounds",15,"it","sounds"
"3956","ive got",15,"ive","got"
"3957","job of",15,"job","of"
"3958","just hit",15,"just","hit"
"3959","just left",15,"just","left"
"3960","just love",15,"just","love"
"3961","last years",15,"last","years"
"3962","left in",15,"left","in"
"3963","let go",15,"let","go"
"3964","line of",15,"line","of"
"3965","lost in",15,"lost","in"
"3966","loved the",15,"loved","the"
"3967","made my",15,"made","my"
"3968","making it",15,"making","it"
"3969","man in",15,"man","in"
"3970","many more",15,"many","more"
"3971","me he",15,"me","he"
"3972","me my",15,"me","my"
"3973","me there",15,"me","there"
"3974","morning and",15,"morning","and"
"3975","my moms",15,"my","moms"
"3976","myself in",15,"myself","in"
"3977","new one",15,"new","one"
"3978","nice and",15,"nice","and"
"3979","not having",15,"not","having"
"3980","not me",15,"not","me"
"3981","not miss",15,"not","miss"
"3982","noticed that",15,"noticed","that"
"3983","of coffee",15,"of","coffee"
"3984","of everything",15,"of","everything"
"3985","of i",15,"of","i"
"3986","of jesus",15,"of","jesus"
"3987","of two",15,"of","two"
"3988","of year",15,"of","year"
"3989","oh no",15,"oh","no"
"3990","olive oil",15,"olive","oil"
"3991","on any",15,"on","any"
"3992","once a",15,"once","a"
"3993","once the",15,"once","the"
"3994","one or",15,"one","or"
"3995","open to",15,"open","to"
"3996","or i",15,"or","i"
"3997","other words",15,"other","words"
"3998","out loud",15,"out","loud"
"3999","people on",15,"people","on"
"4000","pic of",15,"pic","of"
"4001","pieces of",15,"pieces","of"
"4002","plans to",15,"plans","to"
"4003","play in",15,"play","in"
"4004","playing the",15,"playing","the"
"4005","point in",15,"point","in"
"4006","president obama",15,"president","obama"
"4007","price of",15,"price","of"
"4008","probably the",15,"probably","the"
"4009","put up",15,"put","up"
"4010","really a",15,"really","a"
"4011","reason for",15,"reason","for"
"4012","required to",15,"required","to"
"4013","return to",15,"return","to"
"4014","rt we",15,"rt","we"
"4015","rt what",15,"rt","what"
"4016","safe and",15,"safe","and"
"4017","searching for",15,"searching","for"
"4018","season of",15,"season","of"
"4019","see me",15,"see","me"
"4020","see us",15,"see","us"
"4021","seen a",15,"seen","a"
"4022","set the",15,"set","the"
"4023","should get",15,"should","get"
"4024","sign of",15,"sign","of"
"4025","sign up",15,"sign","up"
"4026","so cool",15,"so","cool"
"4027","so now",15,"so","now"
"4028","sold out",15,"sold","out"
"4029","st louis",15,"st","louis"
"4030","starts to",15,"starts","to"
"4031","stay in",15,"stay","in"
"4032","take me",15,"take","me"
"4033","tell your",15,"tell","your"
"4034","th birthday",15,"th","birthday"
"4035","than any",15,"than","any"
"4036","that do",15,"that","do"
"4037","that even",15,"that","even"
"4038","that had",15,"that","had"
"4039","that make",15,"that","make"
"4040","that song",15,"that","song"
"4041","that sounds",15,"that","sounds"
"4042","that these",15,"that","these"
"4043","the amount",15,"the","amount"
"4044","the beer",15,"the","beer"
"4045","the bible",15,"the","bible"
"4046","the bill",15,"the","bill"
"4047","the brewers",15,"the","brewers"
"4048","the cover",15,"the","cover"
"4049","the death",15,"the","death"
"4050","the exact",15,"the","exact"
"4051","the federal",15,"the","federal"
"4052","the garden",15,"the","garden"
"4053","the hard",15,"the","hard"
"4054","the issue",15,"the","issue"
"4055","the key",15,"the","key"
"4056","the lead",15,"the","lead"
"4057","the mall",15,"the","mall"
"4058","the men",15,"the","men"
"4059","the page",15,"the","page"
"4060","the paper",15,"the","paper"
"4061","the record",15,"the","record"
"4062","the site",15,"the","site"
"4063","the small",15,"the","small"
"4064","the woman",15,"the","woman"
"4065","they also",15,"they","also"
"4066","they know",15,"they","know"
"4067","they might",15,"they","might"
"4068","those days",15,"those","days"
"4069","those things",15,"those","things"
"4070","thoughts on",15,"thoughts","on"
"4071","times and",15,"times","and"
"4072","to act",15,"to","act"
"4073","to being",15,"to","being"
"4074","to death",15,"to","death"
"4075","to discuss",15,"to","discuss"
"4076","to fill",15,"to","fill"
"4077","to fit",15,"to","fit"
"4078","to handle",15,"to","handle"
"4079","to miss",15,"to","miss"
"4080","to participate",15,"to","participate"
"4081","to pm",15,"to","pm"
"4082","to protect",15,"to","protect"
"4083","to shoot",15,"to","shoot"
"4084","today for",15,"today","for"
"4085","told you",15,"told","you"
"4086","tomorrow at",15,"tomorrow","at"
"4087","too and",15,"too","and"
"4088","tries to",15,"tries","to"
"4089","u got",15,"u","got"
"4090","understanding of",15,"understanding","of"
"4091","until they",15,"until","they"
"4092","upon a",15,"upon","a"
"4093","used for",15,"used","for"
"4094","very excited",15,"very","excited"
"4095","view of",15,"view","of"
"4096","vote for",15,"vote","for"
"4097","w the",15,"w","the"
"4098","was amazing",15,"was","amazing"
"4099","was fun",15,"was","fun"
"4100","we saw",15,"we","saw"
"4101","well the",15,"well","the"
"4102","what can",15,"what","can"
"4103","what that",15,"what","that"
"4104","whatever you",15,"whatever","you"
"4105","where did",15,"where","did"
"4106","which means",15,"which","means"
"4107","which you",15,"which","you"
"4108","who came",15,"who","came"
"4109","who could",15,"who","could"
"4110","who wants",15,"who","wants"
"4111","will look",15,"will","look"
"4112","will need",15,"will","need"
"4113","won the",15,"won","the"
"4114","would get",15,"would","get"
"4115","wow i",15,"wow","i"
"4116","yes the",15,"yes","the"
"4117","yes you",15,"yes","you"
"4118","you already",15,"you","already"
"4119","you deserve",15,"you","deserve"
"4120","you live",15,"you","live"
"4121","you tell",15,"you","tell"
"4122","your family",15,"your","family"
"4123","your first",15,"your","first"
"4124","your phone",15,"your","phone"
"4125","a blog",14,"a","blog"
"4126","a cool",14,"a","cool"
"4127","a guest",14,"a","guest"
"4128","a member",14,"a","member"
"4129","a message",14,"a","message"
"4130","a note",14,"a","note"
"4131","a tree",14,"a","tree"
"4132","about all",14,"about","all"
"4133","about and",14,"about","and"
"4134","about her",14,"about","her"
"4135","add some",14,"add","some"
"4136","admit that",14,"admit","that"
"4137","all around",14,"all","around"
"4138","all but",14,"all","but"
"4139","am about",14,"am","about"
"4140","am also",14,"am","also"
"4141","am feeling",14,"am","feeling"
"4142","an article",14,"an","article"
"4143","and could",14,"and","could"
"4144","and everything",14,"and","everything"
"4145","and hopefully",14,"and","hopefully"
"4146","and really",14,"and","really"
"4147","and show",14,"and","show"
"4148","and took",14,"and","took"
"4149","and well",14,"and","well"
"4150","and where",14,"and","where"
"4151","and would",14,"and","would"
"4152","any questions",14,"any","questions"
"4153","anything to",14,"anything","to"
"4154","are an",14,"are","an"
"4155","are getting",14,"are","getting"
"4156","are gonna",14,"are","gonna"
"4157","are only",14,"are","only"
"4158","are talking",14,"are","talking"
"4159","around to",14,"around","to"
"4160","as bad",14,"as","bad"
"4161","as good",14,"as","good"
"4162","as of",14,"as","of"
"4163","ask you",14,"ask","you"
"4164","back for",14,"back","for"
"4165","bad as",14,"bad","as"
"4166","bag of",14,"bag","of"
"4167","be called",14,"be","called"
"4168","be fun",14,"be","fun"
"4169","be honest",14,"be","honest"
"4170","be used",14,"be","used"
"4171","be your",14,"be","your"
"4172","born in",14,"born","in"
"4173","but did",14,"but","did"
"4174","by any",14,"by","any"
"4175","came in",14,"came","in"
"4176","can never",14,"can","never"
"4177","cannot be",14,"cannot","be"
"4178","changed my",14,"changed","my"
"4179","come and",14,"come","and"
"4180","comes out",14,"comes","out"
"4181","coming back",14,"coming","back"
"4182","continued to",14,"continued","to"
"4183","could you",14,"could","you"
"4184","created by",14,"created","by"
"4185","day the",14,"day","the"
"4186","day you",14,"day","you"
"4187","designed to",14,"designed","to"
"4188","didnt know",14,"didnt","know"
"4189","director of",14,"director","of"
"4190","dont even",14,"dont","even"
"4191","easier to",14,"easier","to"
"4192","enjoyed the",14,"enjoyed","the"
"4193","eyes and",14,"eyes","and"
"4194","far from",14,"far","from"
"4195","feel bad",14,"feel","bad"
"4196","feel good",14,"feel","good"
"4197","few minutes",14,"few","minutes"
"4198","few times",14,"few","times"
"4199","five minutes",14,"five","minutes"
"4200","five years",14,"five","years"
"4201","follow us",14,"follow","us"
"4202","for christmas",14,"for","christmas"
"4203","for each",14,"for","each"
"4204","for not",14,"for","not"
"4205","for sale",14,"for","sale"
"4206","four years",14,"four","years"
"4207","from their",14,"from","their"
"4208","get away",14,"get","away"
"4209","get there",14,"get","there"
"4210","good friend",14,"good","friend"
"4211","got home",14,"got","home"
"4212","great idea",14,"great","idea"
"4213","guess it",14,"guess","it"
"4214","guy is",14,"guy","is"
"4215","hand and",14,"hand","and"
"4216","hard time",14,"hard","time"
"4217","has come",14,"has","come"
"4218","has made",14,"has","made"
"4219","has more",14,"has","more"
"4220","have become",14,"have","become"
"4221","have started",14,"have","started"
"4222","he made",14,"he","made"
"4223","head to",14,"head","to"
"4224","heat and",14,"heat","and"
"4225","help but",14,"help","but"
"4226","her she",14,"her","she"
"4227","here on",14,"here","on"
"4228","him that",14,"him","that"
"4229","home is",14,"home","is"
"4230","home on",14,"home","on"
"4231","how that",14,"how","that"
"4232","husband and",14,"husband","and"
"4233","i figured",14,"i","figured"
"4234","i noticed",14,"i","noticed"
"4235","i take",14,"i","take"
"4236","i watch",14,"i","watch"
"4237","i work",14,"i","work"
"4238","if only",14,"if","only"
"4239","in college",14,"in","college"
"4240","in high",14,"in","high"
"4241","in in",14,"in","in"
"4242","in london",14,"in","london"
"4243","in miami",14,"in","miami"
"4244","in need",14,"in","need"
"4245","in turn",14,"in","turn"
"4246","inside the",14,"inside","the"
"4247","inspired by",14,"inspired","by"
"4248","into her",14,"into","her"
"4249","into your",14,"into","your"
"4250","is full",14,"is","full"
"4251","is her",14,"is","her"
"4252","is his",14,"is","his"
"4253","is hot",14,"is","hot"
"4254","is much",14,"is","much"
"4255","is sad",14,"is","sad"
"4256","is taking",14,"is","taking"
"4257","issue of",14,"issue","of"
"4258","it he",14,"it","he"
"4259","it here",14,"it","here"
"4260","it not",14,"it","not"
"4261","it wasnt",14,"it","wasnt"
"4262","its so",14,"its","so"
"4263","its time",14,"its","time"
"4264","job and",14,"job","and"
"4265","just can",14,"just","can"
"4266","just found",14,"just","found"
"4267","just how",14,"just","how"
"4268","just read",14,"just","read"
"4269","just realized",14,"just","realized"
"4270","just say",14,"just","say"
"4271","just wanted",14,"just","wanted"
"4272","just watched",14,"just","watched"
"4273","know is",14,"know","is"
"4274","knowing that",14,"knowing","that"
