"","word","freq","first_Nmin1","last","first","second"
"2604","men and women",8,"men and","women","men","and"
"2605","might be the",8,"might be","the","might","be"
"2606","more than one",8,"more than","one","more","than"
"2607","my friend and",8,"my friend","and","my","friend"
"2608","nature of the",8,"nature of","the","nature","of"
"2609","need a new",8,"need a","new","need","a"
"2610","need to have",8,"need to","have","need","to"
"2611","need to talk",8,"need to","talk","need","to"
"2612","needed to be",8,"needed to","be","needed","to"
"2613","never give up",8,"never give","up","never","give"
"2614","next day i",8,"next day","i","next","day"
"2615","night for the",8,"night for","the","night","for"
"2616","not a good",8,"not a","good","not","a"
"2617","not at all",8,"not at","all","not","at"
"2618","not get to",8,"not get","to","not","get"
"2619","not have an",8,"not have","an","not","have"
"2620","not just a",8,"not just","a","not","just"
"2621","not know why",8,"not know","why","not","know"
"2622","not know you",8,"not know","you","not","know"
"2623","not say i",8,"not say","i","not","say"
"2624","not you think",8,"not you","think","not","you"
"2625","now and then",8,"now and","then","now","and"
"2626","now for the",8,"now for","the","now","for"
"2627","now i know",8,"now i","know","now","i"
"2628","of course not",8,"of course","not","of","course"
"2629","of my time",8,"of my","time","of","my"
"2630","of the story",8,"of the","story","of","the"
"2631","of the things",8,"of the","things","of","the"
"2632","of the universe",8,"of the","universe","of","the"
"2633","of what is",8,"of what","is","of","what"
"2634","oh i am",8,"oh i","am","oh","i"
"2635","on a friday",8,"on a","friday","on","a"
"2636","on my phone",8,"on my","phone","on","my"
"2637","on some of",8,"on some","of","on","some"
"2638","on the beach",8,"on the","beach","on","the"
"2639","on the first",8,"on the","first","on","the"
"2640","on the same",8,"on the","same","on","the"
"2641","on the street",8,"on the","street","on","the"
"2642","on the subject",8,"on the","subject","on","the"
"2643","one of his",8,"one of","his","one","of"
"2644","one thing that",8,"one thing","that","one","thing"
"2645","out of town",8,"out of","town","out","of"
"2646","out with the",8,"out with","the","out","with"
"2647","part of me",8,"part of","me","part","of"
"2648","people do not",8,"people do","not","people","do"
"2649","people who do",8,"people who","do","people","who"
"2650","pick up a",8,"pick up","a","pick","up"
"2651","playing in the",8,"playing in","the","playing","in"
"2652","president of the",8,"president of","the","president","of"
"2653","pretty sure i",8,"pretty sure","i","pretty","sure"
"2654","put it in",8,"put it","in","put","it"
"2655","ready for the",8,"ready for","the","ready","for"
"2656","rest of your",8,"rest of","your","rest","of"
"2657","rt it is",8,"rt it","is","rt","it"
"2658","see what you",8,"see what","you","see","what"
"2659","seemed to be",8,"seemed to","be","seemed","to"
"2660","seems like a",8,"seems like","a","seems","like"
"2661","she is not",8,"she is","not","she","is"
"2662","she will be",8,"she will","be","she","will"
"2663","she would have",8,"she would","have","she","would"
"2664","should have been",8,"should have","been","should","have"
"2665","sides of the",8,"sides of","the","sides","of"
"2666","since i am",8,"since i","am","since","i"
"2667","sit down and",8,"sit down","and","sit","down"
"2668","sitting in a",8,"sitting in","a","sitting","in"
"2669","so glad i",8,"so glad","i","so","glad"
"2670","so i thought",8,"so i","thought","so","i"
"2671","so it was",8,"so it","was","so","it"
"2672","so much better",8,"so much","better","so","much"
"2673","so nice to",8,"so nice","to","so","nice"
"2674","so that you",8,"so that","you","so","that"
"2675","so they can",8,"so they","can","so","they"
"2676","so we are",8,"so we","are","so","we"
"2677","so when i",8,"so when","i","so","when"
"2678","some of our",8,"some of","our","some","of"
"2679","something to do",8,"something to","do","something","to"
"2680","spend more time",8,"spend more","time","spend","more"
"2681","sure to stop",8,"sure to","stop","sure","to"
"2682","sure you will",8,"sure you","will","sure","you"
"2683","talk to me",8,"talk to","me","talk","to"
"2684","tell me what",8,"tell me","what","tell","me"
"2685","tell your friends",8,"tell your","friends","tell","your"
"2686","that awkward moment",8,"that awkward","moment","that","awkward"
"2687","that he would",8,"that he","would","that","he"
"2688","that i dont",8,"that i","dont","that","i"
"2689","that i got",8,"that i","got","that","i"
"2690","that i just",8,"that i","just","that","i"
"2691","that if you",8,"that if","you","that","if"
"2692","that is all",8,"that is","all","that","is"
"2693","that is exactly",8,"that is","exactly","that","is"
"2694","that it will",8,"that it","will","that","it"
"2695","that no one",8,"that no","one","that","no"
"2696","that she had",8,"that she","had","that","she"
"2697","that they had",8,"that they","had","that","they"
"2698","that we will",8,"that we","will","that","we"
"2699","that when i",8,"that when","i","that","when"
"2700","the car and",8,"the car","and","the","car"
"2701","the effect of",8,"the effect","of","the","effect"
"2702","the end i",8,"the end","i","the","end"
"2703","the first half",8,"the first","half","the","first"
"2704","the first to",8,"the first","to","the","first"
"2705","the internet and",8,"the internet","and","the","internet"
"2706","the late s",8,"the late","s","the","late"
"2707","the length of",8,"the length","of","the","length"
"2708","the level of",8,"the level","of","the","level"
"2709","the link to",8,"the link","to","the","link"
"2710","the next time",8,"the next","time","the","next"
"2711","the one i",8,"the one","i","the","one"
"2712","the only way",8,"the only","way","the","only"
"2713","the other two",8,"the other","two","the","other"
"2714","the power to",8,"the power","to","the","power"
"2715","the real world",8,"the real","world","the","real"
"2716","the second half",8,"the second","half","the","second"
"2717","the source of",8,"the source","of","the","source"
"2718","the th century",8,"the th","century","the","th"
"2719","the way we",8,"the way","we","the","way"
"2720","the whole thing",8,"the whole","thing","the","whole"
"2721","the work of",8,"the work","of","the","work"
"2722","the world of",8,"the world","of","the","world"
"2723","them in a",8,"them in","a","them","in"
"2724","there are lots",8,"there are","lots","there","are"
"2725","there is only",8,"there is","only","there","is"
"2726","there is that",8,"there is","that","there","is"
"2727","they are a",8,"they are","a","they","are"
"2728","they are just",8,"they are","just","they","are"
"2729","they had to",8,"they had","to","they","had"
"2730","things that i",8,"things that","i","things","that"
"2731","think i can",8,"think i","can","think","i"
"2732","think it would",8,"think it","would","think","it"
"2733","think that is",8,"think that","is","think","that"
"2734","think they are",8,"think they","are","think","they"
"2735","thinking about the",8,"thinking about","the","thinking","about"
"2736","this year and",8,"this year","and","this","year"
"2737","time and i",8,"time and","i","time","and"
"2738","time for some",8,"time for","some","time","for"
"2739","time that i",8,"time that","i","time","that"
"2740","time to make",8,"time to","make","time","to"
"2741","to a great",8,"to a","great","to","a"
"2742","to a new",8,"to a","new","to","a"
"2743","to accept the",8,"to accept","the","to","accept"
"2744","to add to",8,"to add","to","to","add"
"2745","to ask for",8,"to ask","for","to","ask"
"2746","to be back",8,"to be","back","to","be"
"2747","to be going",8,"to be","going","to","be"
"2748","to be here",8,"to be","here","to","be"
"2749","to be so",8,"to be","so","to","be"
"2750","to be with",8,"to be","with","to","be"
"2751","to enjoy the",8,"to enjoy","the","to","enjoy"
"2752","to face the",8,"to face","the","to","face"
"2753","to get him",8,"to get","him","to","get"
"2754","to go and",8,"to go","and","to","go"
"2755","to go out",8,"to go","out","to","go"
"2756","to hear it",8,"to hear","it","to","hear"
"2757","to hear your",8,"to hear","your","to","hear"
"2758","to him and",8,"to him","and","to","him"
"2759","to know what",8,"to know","what","to","know"
"2760","to leave the",8,"to leave","the","to","leave"
"2761","to make an",8,"to make","an","to","make"
"2762","to make you",8,"to make","you","to","make"
"2763","to me in",8,"to me","in","to","me"
"2764","to put a",8,"to put","a","to","put"
"2765","to put it",8,"to put","it","to","put"
"2766","to see my",8,"to see","my","to","see"
"2767","to take it",8,"to take","it","to","take"
"2768","to the city",8,"to the","city","to","the"
"2769","to the floor",8,"to the","floor","to","the"
"2770","to the show",8,"to the","show","to","the"
"2771","to the west",8,"to the","west","to","the"
"2772","to win a",8,"to win","a","to","win"
"2773","to win the",8,"to win","the","to","win"
"2774","told me to",8,"told me","to","told","me"
"2775","tonight at pm",8,"tonight at","pm","tonight","at"
"2776","trying to be",8,"trying to","be","trying","to"
"2777","trying to do",8,"trying to","do","trying","to"
"2778","u have a",8,"u have","a","u","have"
"2779","up all night",8,"up all","night","up","all"
"2780","up for the",8,"up for","the","up","for"
"2781","up i am",8,"up i","am","up","i"
"2782","up the good",8,"up the","good","up","the"
"2783","wanted to get",8,"wanted to","get","wanted","to"
"2784","was a pleasure",8,"was a","pleasure","was","a"
"2785","was about to",8,"was about","to","was","about"
"2786","was born in",8,"was born","in","was","born"
"2787","was looking for",8,"was looking","for","was","looking"
"2788","was not sure",8,"was not","sure","was","not"
"2789","was the one",8,"was the","one","was","the"
"2790","was to be",8,"was to","be","was","to"
"2791","was trying to",8,"was trying","to","was","trying"
"2792","waste of time",8,"waste of","time","waste","of"
"2793","way i can",8,"way i","can","way","i"
"2794","we are getting",8,"we are","getting","we","are"
"2795","we are still",8,"we are","still","we","are"
"2796","we get to",8,"we get","to","we","get"
"2797","we look forward",8,"we look","forward","we","look"
"2798","we need a",8,"we need","a","we","need"
"2799","we will miss",8,"we will","miss","we","will"
"2800","well i have",8,"well i","have","well","i"
"2801","were in the",8,"were in","the","were","in"
"2802","what i need",8,"what i","need","what","i"
"2803","what i thought",8,"what i","thought","what","i"
"2804","what is good",8,"what is","good","what","is"
"2805","when i say",8,"when i","say","when","i"
"2806","when is the",8,"when is","the","when","is"
"2807","when you do",8,"when you","do","when","you"
"2808","where i was",8,"where i","was","where","i"
"2809","which is the",8,"which is","the","which","is"
"2810","who he is",8,"who he","is","who","he"
"2811","who you are",8,"who you","are","who","you"
"2812","why do not",8,"why do","not","why","do"
"2813","will be open",8,"will be","open","will","be"
"2814","will give you",8,"will give","you","will","give"
"2815","will need to",8,"will need","to","will","need"
"2816","will never get",8,"will never","get","will","never"
"2817","will not go",8,"will not","go","will","not"
