"","word","freq","first_Nmin1","last","first","first2","second","third"
"2643","meet up at the",3,"meet up at","the","meet","meet up","up","at"
"2644","meet you in person",3,"meet you in","person","meet","meet you","you","in"
"2645","men women and children",3,"men women and","children","men","men women","women","and"
"2646","mi run with a",3,"mi run with","a","mi","mi run","run","with"
"2647","moral of the story",3,"moral of the","story","moral","moral of","of","the"
"2648","more familiar with the",3,"more familiar with","the","more","more familiar","familiar","with"
"2649","more likely to be",3,"more likely to","be","more","more likely","likely","to"
"2650","more than a year",3,"more than a","year","more","more than","than","a"
"2651","more than anything else",3,"more than anything","else","more","more than","than","anything"
"2652","most of my friends",3,"most of my","friends","most","most of","of","my"
"2653","mothers day to my",3,"mothers day to","my","mothers","mothers day","day","to"
"2654","much for me to",3,"much for me","to","much","much for","for","me"
"2655","much for the follow",3,"much for the","follow","much","much for","for","the"
"2656","much for the rt",3,"much for the","rt","much","much for","for","the"
"2657","much for your support",3,"much for your","support","much","much for","for","your"
"2658","much of the time",3,"much of the","time","much","much of","of","the"
"2659","my dad and his",3,"my dad and","his","my","my dad","dad","and"
"2660","my life i am",3,"my life i","am","my","my life","life","i"
"2661","my life that i",3,"my life that","i","my","my life","life","that"
"2662","my sister and i",3,"my sister and","i","my","my sister","sister","and"
"2663","my way back home",3,"my way back","home","my","my way","way","back"
"2664","need to be more",3,"need to be","more","need","need to","to","be"
"2665","need to get it",3,"need to get","it","need","need to","to","get"
"2666","need to make a",3,"need to make","a","need","need to","to","make"
"2667","never be able to",3,"never be able","to","never","never be","be","able"
"2668","never give up on",3,"never give up","on","never","never give","give","up"
"2669","never thought i would",3,"never thought i","would","never","never thought","thought","i"
"2670","new year to you",3,"new year to","you","new","new year","year","to"
"2671","news of the world",3,"news of the","world","news","news of","of","the"
"2672","no i do not",3,"no i do","not","no","no i","i","do"
"2673","no idea what to",3,"no idea what","to","no","no idea","idea","what"
"2674","no it is not",3,"no it is","not","no","no it","it","is"
"2675","no matter how hard",3,"no matter how","hard","no","no matter","matter","how"
"2676","no of course not",3,"no of course","not","no","no of","of","course"
"2677","no one in the",3,"no one in","the","no","no one","one","in"
"2678","no problem thanks for",3,"no problem thanks","for","no","no problem","problem","thanks"
"2679","no reason at all",3,"no reason at","all","no","no reason","reason","at"
"2680","no this is not",3,"no this is","not","no","no this","this","is"
"2681","not a big fan",3,"not a big","fan","not","not a","a","big"
"2682","not all of them",3,"not all of","them","not","not all","all","of"
"2683","not anyone tell me",3,"not anyone tell","me","not","not anyone","anyone","tell"
"2684","not believe i am",3,"not believe i","am","not","not believe","believe","i"
"2685","not believe i have",3,"not believe i","have","not","not believe","believe","i"
"2686","not decide if i",3,"not decide if","i","not","not decide","decide","if"
"2687","not even know it",3,"not even know","it","not","not even","even","know"
"2688","not even know what",3,"not even know","what","not","not even","even","know"
"2689","not get it to",3,"not get it","to","not","not get","get","it"
"2690","not get me started",3,"not get me","started","not","not get","get","me"
"2691","not go into detail",3,"not go into","detail","not","not go","go","into"
"2692","not go to the",3,"not go to","the","not","not go","go","to"
"2693","not have time to",3,"not have time","to","not","not have","have","time"
"2694","not just for the",3,"not just for","the","not","not just","just","for"
"2695","not know about you",3,"not know about","you","not","not know","know","about"
"2696","not know if i",3,"not know if","i","not","not know","know","if"
"2697","not know much about",3,"not know much","about","not","not know","know","much"
"2698","not looking forward to",3,"not looking forward","to","not","not looking","looking","forward"
"2699","not make it to",3,"not make it","to","not","not make","make","it"
"2700","not sleep so i",3,"not sleep so","i","not","not sleep","sleep","so"
"2701","not sure how it",3,"not sure how","it","not","not sure","sure","how"
"2702","not sure if i",3,"not sure if","i","not","not sure","sure","if"
"2703","not sure if it",3,"not sure if","it","not","not sure","sure","if"
"2704","not sure if you",3,"not sure if","you","not","not sure","sure","if"
"2705","not sure of the",3,"not sure of","the","not","not sure","sure","of"
"2706","not that i am",3,"not that i","am","not","not that","that","i"
"2707","not that the truth",3,"not that the","truth","not","not that","that","the"
"2708","not the same as",3,"not the same","as","not","not the","the","same"
"2709","not think i am",3,"not think i","am","not","not think","think","i"
"2710","not think i could",3,"not think i","could","not","not think","think","i"
"2711","not think i would",3,"not think i","would","not","not think","think","i"
"2712","not think it was",3,"not think it","was","not","not think","think","it"
"2713","not wait till i",3,"not wait till","i","not","not wait","wait","till"
"2714","not wait to go",3,"not wait to","go","not","not wait","wait","to"
"2715","not wait to start",3,"not wait to","start","not","not wait","wait","to"
"2716","not want it to",3,"not want it","to","not","not want","want","it"
"2717","not want to get",3,"not want to","get","not","not want","want","to"
"2718","not want you to",3,"not want you","to","not","not want","want","you"
"2719","not you just love",3,"not you just","love","not","not you","you","just"
"2720","now i do not",3,"now i do","not","now","now i","i","do"
"2721","now it is time",3,"now it is","time","now","now it","it","is"
"2722","now that i have",3,"now that i","have","now","now that","that","i"
"2723","now we have to",3,"now we have","to","now","now we","we","have"
"2724","of a good book",3,"of a good","book","of","of a","a","good"
"2725","of course there is",3,"of course there","is","of","of course","course","there"
"2726","of it but i",3,"of it but","i","of","of it","it","but"
"2727","of my favorite things",3,"of my favorite","things","of","of my","my","favorite"
"2728","of new york city",3,"of new york","city","of","of new","new","york"
"2729","of one of my",3,"of one of","my","of","of one","one","of"
"2730","of people in the",3,"of people in","the","of","of people","people","in"
"2731","of the book and",3,"of the book","and","of","of the","the","book"
"2732","of the existence of",3,"of the existence","of","of","of the","the","existence"
"2733","of the most beautiful",3,"of the most","beautiful","of","of the","the","most"
"2734","of the most important",3,"of the most","important","of","of the","the","most"
"2735","of the most popular",3,"of the most","popular","of","of the","the","most"
"2736","of the night and",3,"of the night","and","of","of the","the","night"
"2737","of the season and",3,"of the season","and","of","of the","the","season"
"2738","of the year is",3,"of the year","is","of","of the","the","year"
"2739","of things to do",3,"of things to","do","of","of things","things","to"
"2740","of what i have",3,"of what i","have","of","of what","what","i"
"2741","of who he is",3,"of who he","is","of","of who","who","he"
"2742","of who we are",3,"of who we","are","of","of who","who","we"
"2743","of you who are",3,"of you who","are","of","of you","you","who"
"2744","of you who have",3,"of you who","have","of","of you","you","who"
"2745","on a journey to",3,"on a journey","to","on","on a","a","journey"
"2746","on a lot of",3,"on a lot","of","on","on a","a","lot"
"2747","on a rainy day",3,"on a rainy","day","on","on a","a","rainy"
"2748","on a regular basis",3,"on a regular","basis","on","on a","a","regular"
"2749","on a saturday night",3,"on a saturday","night","on","on a","a","saturday"
"2750","on a trip to",3,"on a trip","to","on","on a","a","trip"
"2751","on any of the",3,"on any of","the","on","on any","any","of"
"2752","on both sides of",3,"on both sides","of","on","on both","both","sides"
"2753","on here in forever",3,"on here in","forever","on","on here","here","in"
"2754","on my way home",3,"on my way","home","on","on my","my","way"
"2755","on so many levels",3,"on so many","levels","on","on so","so","many"
"2756","on the front of",3,"on the front","of","on","on the","the","front"
"2757","on the launch of",3,"on the launch","of","on","on the","the","launch"
"2758","on the morning of",3,"on the morning","of","on","on the","the","morning"
"2759","on the phone and",3,"on the phone","and","on","on the","the","phone"
"2760","on the right side",3,"on the right","side","on","on the","the","right"
"2761","on the same day",3,"on the same","day","on","on the","the","same"
"2762","on the set of",3,"on the set","of","on","on the","the","set"
"2763","on the subject of",3,"on the subject","of","on","on the","the","subject"
"2764","on their way to",3,"on their way","to","on","on their","their","way"
"2765","on top of a",3,"on top of","a","on","on top","top","of"
"2766","on top of that",3,"on top of","that","on","on top","top","of"
"2767","one day i am",3,"one day i","am","one","one day","day","i"
"2768","one more to go",3,"one more to","go","one","one more","more","to"
"2769","one of the big",3,"one of the","big","one","one of","of","the"
"2770","one of the last",3,"one of the","last","one","one of","of","the"
